student_id,group_id,enrolled_at
92,93,2025-09-04T17:41:36.882609
92,122,2025-09-04T17:41:36.882609
92,95,2025-09-04T17:41:36.882610
92,85,2025-09-04T17:41:36.882610
92,102,2025-09-04T17:41:36.882611
93,147,2025-09-04T17:41:36.882612
93,54,2025-09-04T17:41:36.882612
94,147,2025-09-04T17:41:36.882613
94,93,2025-09-04T17:41:36.882613
94,15,2025-09-04T17:41:36.882614
94,145,2025-09-04T17:41:36.882614
94,3,2025-09-04T17:41:36.882615
94,16,2025-09-04T17:41:36.882615
94,24,2025-09-04T17:41:36.882616
94,91,2025-09-04T17:41:36.882616
95,147,2025-09-04T17:41:36.882617
95,51,2025-09-04T17:41:36.882617
95,2,2025-09-04T17:41:36.882618
95,148,2025-09-04T17:41:36.882618
95,30,2025-09-04T17:41:36.882619
95,29,2025-09-04T17:41:36.882619
95,15,2025-09-04T17:41:36.882620
95,145,2025-09-04T17:41:36.882620
95,28,2025-09-04T17:41:36.882621
99,69,2025-09-04T17:41:36.882621
101,50,2025-09-04T17:41:36.882625
101,93,2025-09-04T17:41:36.882626
101,148,2025-09-04T17:41:36.882626
101,26,2025-09-04T17:41:36.882627
101,27,2025-09-04T17:41:36.882627
101,28,2025-09-04T17:41:36.882628
102,147,2025-09-04T17:41:36.882628
102,93,2025-09-04T17:41:36.882629
102,115,2025-09-04T17:41:36.882629
103,93,2025-09-04T17:41:36.882630
104,51,2025-09-04T17:41:36.882631
104,93,2025-09-04T17:41:36.882631
104,148,2025-09-04T17:41:36.882631
105,93,2025-09-04T17:41:36.882632
106,51,2025-09-04T17:41:36.882633
106,93,2025-09-04T17:41:36.882633
106,148,2025-09-04T17:41:36.882634
106,30,2025-09-04T17:41:36.882634
106,29,2025-09-04T17:41:36.882635
107,50,2025-09-04T17:41:36.882635
107,93,2025-09-04T17:41:36.882636
109,93,2025-09-04T17:41:36.882636
110,147,2025-09-04T17:41:36.882642
111,51,2025-09-04T17:41:36.882642
111,148,2025-09-04T17:41:36.882643
111,145,2025-09-04T17:41:36.882643
111,3,2025-09-04T17:41:36.882644
112,147,2025-09-04T17:41:36.882644
112,93,2025-09-04T17:41:36.882645
112,79,2025-09-04T17:41:36.882645
112,83,2025-09-04T17:41:36.882646
112,61,2025-09-04T17:41:36.882647
113,93,2025-09-04T17:41:36.882647
113,148,2025-09-04T17:41:36.882648
114,96,2025-09-04T17:41:36.882648
114,83,2025-09-04T17:41:36.882649
114,101,2025-09-04T17:41:36.882649
115,149,2025-09-04T17:41:36.882650
115,50,2025-09-04T17:41:36.882650
115,93,2025-09-04T17:41:36.882651
115,16,2025-09-04T17:41:36.882651
117,147,2025-09-04T17:41:36.882652
117,93,2025-09-04T17:41:36.882652
117,38,2025-09-04T17:41:36.882653
117,15,2025-09-04T17:41:36.882653
117,115,2025-09-04T17:41:36.882654
117,56,2025-09-04T17:41:36.882654
119,50,2025-09-04T17:41:36.882655
119,93,2025-09-04T17:41:36.882655
120,51,2025-09-04T17:41:36.882656
120,148,2025-09-04T17:41:36.882656
121,93,2025-09-04T17:41:36.882657
121,85,2025-09-04T17:41:36.882657
122,93,2025-09-04T17:41:36.882658
123,93,2025-09-04T17:41:36.882659
123,33,2025-09-04T17:41:36.882659
123,89,2025-09-04T17:41:36.882660
124,93,2025-09-04T17:41:36.882661
124,79,2025-09-04T17:41:36.882661
126,93,2025-09-04T17:41:36.882662
127,51,2025-09-04T17:41:36.882662
127,93,2025-09-04T17:41:36.882663
127,148,2025-09-04T17:41:36.882663
128,50,2025-09-04T17:41:36.882664
128,93,2025-09-04T17:41:36.882664
128,148,2025-09-04T17:41:36.882665
128,26,2025-09-04T17:41:36.882666
128,27,2025-09-04T17:41:36.882666
128,28,2025-09-04T17:41:36.882667
128,16,2025-09-04T17:41:36.882667
128,59,2025-09-04T17:41:36.882668
129,51,2025-09-04T17:41:36.882668
129,93,2025-09-04T17:41:36.882669
129,92,2025-09-04T17:41:36.882669
129,148,2025-09-04T17:41:36.882670
130,51,2025-09-04T17:41:36.882675
130,93,2025-09-04T17:41:36.882676
130,148,2025-09-04T17:41:36.882676
130,115,2025-09-04T17:41:36.882677
131,50,2025-09-04T17:41:36.882677
131,93,2025-09-04T17:41:36.882678
132,149,2025-09-04T17:41:36.882679
132,93,2025-09-04T17:41:36.882679
132,38,2025-09-04T17:41:36.882680
132,79,2025-09-04T17:41:36.882680
133,93,2025-09-04T17:41:36.882682
134,147,2025-09-04T17:41:36.882682
134,51,2025-09-04T17:41:36.882683
134,93,2025-09-04T17:41:36.882683
134,148,2025-09-04T17:41:36.882684
134,16,2025-09-04T17:41:36.882684
134,24,2025-09-04T17:41:36.882685
135,51,2025-09-04T17:41:36.882686
135,93,2025-09-04T17:41:36.882686
135,148,2025-09-04T17:41:36.882687
136,93,2025-09-04T17:41:36.882687
137,93,2025-09-04T17:41:36.882688
139,93,2025-09-04T17:41:36.882688
140,51,2025-09-04T17:41:36.882689
140,93,2025-09-04T17:41:36.882689
140,148,2025-09-04T17:41:36.882690
140,15,2025-09-04T17:41:36.882690
140,145,2025-09-04T17:41:36.882691
140,3,2025-09-04T17:41:36.882691
140,69,2025-09-04T17:41:36.882692
140,67,2025-09-04T17:41:36.882692
140,94,2025-09-04T17:41:36.882693
140,79,2025-09-04T17:41:36.882693
140,18,2025-09-04T17:41:36.882694
141,147,2025-09-04T17:41:36.882694
141,93,2025-09-04T17:41:36.882695
141,25,2025-09-04T17:41:36.882695
142,149,2025-09-04T17:41:36.882696
142,93,2025-09-04T17:41:36.882696
143,51,2025-09-04T17:41:36.882697
143,93,2025-09-04T17:41:36.882697
143,148,2025-09-04T17:41:36.882698
144,93,2025-09-04T17:41:36.882698
145,93,2025-09-04T17:41:36.882699
145,148,2025-09-04T17:41:36.882700
145,25,2025-09-04T17:41:36.882700
145,28,2025-09-04T17:41:36.882701
150,149,2025-09-04T17:41:36.882701
151,93,2025-09-04T17:41:36.882702
151,25,2025-09-04T17:41:36.882702
155,149,2025-09-04T17:41:36.882703
155,114,2025-09-04T17:41:36.882703
156,43,2025-09-04T17:41:36.882704
156,40,2025-09-04T17:41:36.882704
156,41,2025-09-04T17:41:36.882705
156,42,2025-09-04T17:41:36.882705
156,115,2025-09-04T17:41:36.882706
157,50,2025-09-04T17:41:36.882706
157,93,2025-09-04T17:41:36.882707
158,50,2025-09-04T17:41:36.882707
158,93,2025-09-04T17:41:36.882708
158,26,2025-09-04T17:41:36.882708
158,31,2025-09-04T17:41:36.882709
158,16,2025-09-04T17:41:36.882709
159,50,2025-09-04T17:41:36.882710
159,93,2025-09-04T17:41:36.882711
159,16,2025-09-04T17:41:36.882711
160,65,2025-09-04T17:41:36.882712
161,147,2025-09-04T17:41:36.882712
161,93,2025-09-04T17:41:36.882713
161,16,2025-09-04T17:41:36.882713
162,93,2025-09-04T17:41:36.882714
163,50,2025-09-04T17:41:36.882714
163,93,2025-09-04T17:41:36.882715
164,147,2025-09-04T17:41:36.882716
164,50,2025-09-04T17:41:36.882716
164,93,2025-09-04T17:41:36.882717
164,85,2025-09-04T17:41:36.882717
165,51,2025-09-04T17:41:36.882718
165,148,2025-09-04T17:41:36.882718
166,50,2025-09-04T17:41:36.882719
166,93,2025-09-04T17:41:36.882719
166,148,2025-09-04T17:41:36.882720
166,25,2025-09-04T17:41:36.882720
169,50,2025-09-04T17:41:36.882721
169,93,2025-09-04T17:41:36.882721
170,51,2025-09-04T17:41:36.882722
170,93,2025-09-04T17:41:36.882722
170,148,2025-09-04T17:41:36.882723
171,50,2025-09-04T17:41:36.882724
171,93,2025-09-04T17:41:36.882724
172,149,2025-09-04T17:41:36.882725
172,26,2025-09-04T17:41:36.882725
172,145,2025-09-04T17:41:36.882726
172,3,2025-09-04T17:41:36.882726
172,98,2025-09-04T17:41:36.882727
172,7,2025-09-04T17:41:36.882728
172,115,2025-09-04T17:41:36.882728
173,50,2025-09-04T17:41:36.882729
173,93,2025-09-04T17:41:36.882729
174,50,2025-09-04T17:41:36.882730
174,93,2025-09-04T17:41:36.882730
175,51,2025-09-04T17:41:36.882731
175,93,2025-09-04T17:41:36.882732
175,92,2025-09-04T17:41:36.882733
175,148,2025-09-04T17:41:36.882733
175,67,2025-09-04T17:41:36.882734
175,32,2025-09-04T17:41:36.882734
176,93,2025-09-04T17:41:36.882735
176,39,2025-09-04T17:41:36.882735
177,93,2025-09-04T17:41:36.882736
177,41,2025-09-04T17:41:36.882736
177,42,2025-09-04T17:41:36.882737
177,65,2025-09-04T17:41:36.882737
177,115,2025-09-04T17:41:36.882738
177,24,2025-09-04T17:41:36.882739
178,93,2025-09-04T17:41:36.882739
178,41,2025-09-04T17:41:36.882740
178,115,2025-09-04T17:41:36.882740
179,50,2025-09-04T17:41:36.882741
179,93,2025-09-04T17:41:36.882741
179,145,2025-09-04T17:41:36.882742
180,51,2025-09-04T17:41:36.882743
180,93,2025-09-04T17:41:36.882743
180,148,2025-09-04T17:41:36.882744
181,149,2025-09-04T17:41:36.882745
181,93,2025-09-04T17:41:36.882745
182,50,2025-09-04T17:41:36.882746
182,93,2025-09-04T17:41:36.882747
182,92,2025-09-04T17:41:36.882747
183,50,2025-09-04T17:41:36.882748
183,93,2025-09-04T17:41:36.882748
184,149,2025-09-04T17:41:36.882749
184,93,2025-09-04T17:41:36.882749
185,93,2025-09-04T17:41:36.882750
185,148,2025-09-04T17:41:36.882750
185,25,2025-09-04T17:41:36.882751
186,50,2025-09-04T17:41:36.882751
186,93,2025-09-04T17:41:36.882752
187,50,2025-09-04T17:41:36.882752
187,93,2025-09-04T17:41:36.882753
188,93,2025-09-04T17:41:36.882753
190,92,2025-09-04T17:41:36.882754
190,148,2025-09-04T17:41:36.882754
192,50,2025-09-04T17:41:36.882755
192,93,2025-09-04T17:41:36.882755
193,50,2025-09-04T17:41:36.882756
193,93,2025-09-04T17:41:36.882756
194,50,2025-09-04T17:41:36.882757
194,93,2025-09-04T17:41:36.882757
195,50,2025-09-04T17:41:36.882758
195,93,2025-09-04T17:41:36.882758
196,147,2025-09-04T17:41:36.882759
196,50,2025-09-04T17:41:36.882759
196,93,2025-09-04T17:41:36.882760
197,93,2025-09-04T17:41:36.882760
198,147,2025-09-04T17:41:36.882761
201,93,2025-09-04T17:41:36.882762
202,149,2025-09-04T17:41:36.882762
203,93,2025-09-04T17:41:36.882765
204,50,2025-09-04T17:41:36.882765
204,93,2025-09-04T17:41:36.882766
205,93,2025-09-04T17:41:36.882767
205,148,2025-09-04T17:41:36.882767
205,25,2025-09-04T17:41:36.882768
206,50,2025-09-04T17:41:36.882768
206,93,2025-09-04T17:41:36.882769
206,148,2025-09-04T17:41:36.882769
206,33,2025-09-04T17:41:36.882770
207,93,2025-09-04T17:41:36.882770
208,51,2025-09-04T17:41:36.882771
208,93,2025-09-04T17:41:36.882771
208,148,2025-09-04T17:41:36.882772
209,148,2025-09-04T17:41:36.882772
210,52,2025-09-04T17:41:36.882773
210,4,2025-09-04T17:41:36.882774
211,93,2025-09-04T17:41:36.882774
212,51,2025-09-04T17:41:36.882775
212,93,2025-09-04T17:41:36.882775
212,148,2025-09-04T17:41:36.882776
212,30,2025-09-04T17:41:36.882776
212,29,2025-09-04T17:41:36.882777
212,33,2025-09-04T17:41:36.882777
212,61,2025-09-04T17:41:36.882778
213,93,2025-09-04T17:41:36.882778
213,148,2025-09-04T17:41:36.882779
214,93,2025-09-04T17:41:36.882779
215,93,2025-09-04T17:41:36.882783
216,147,2025-09-04T17:41:36.882784
216,51,2025-09-04T17:41:36.882784
216,93,2025-09-04T17:41:36.882785
216,15,2025-09-04T17:41:36.882785
217,93,2025-09-04T17:41:36.882786
218,93,2025-09-04T17:41:36.882786
219,51,2025-09-04T17:41:36.882787
219,93,2025-09-04T17:41:36.882787
219,148,2025-09-04T17:41:36.882788
219,30,2025-09-04T17:41:36.882788
219,29,2025-09-04T17:41:36.882789
220,93,2025-09-04T17:41:36.882790
221,51,2025-09-04T17:41:36.882790
221,93,2025-09-04T17:41:36.882791
221,148,2025-09-04T17:41:36.882791
222,93,2025-09-04T17:41:36.882792
223,51,2025-09-04T17:41:36.882792
223,93,2025-09-04T17:41:36.882793
223,148,2025-09-04T17:41:36.882793
224,93,2025-09-04T17:41:36.882794
225,93,2025-09-04T17:41:36.882794
227,93,2025-09-04T17:41:36.882795
228,93,2025-09-04T17:41:36.882795
229,93,2025-09-04T17:41:36.882796
229,148,2025-09-04T17:41:36.882796
229,25,2025-09-04T17:41:36.882797
229,78,2025-09-04T17:41:36.882797
229,37,2025-09-04T17:41:36.882798
229,89,2025-09-04T17:41:36.882798
230,51,2025-09-04T17:41:36.882799
230,93,2025-09-04T17:41:36.882799
230,148,2025-09-04T17:41:36.882800
231,51,2025-09-04T17:41:36.882800
231,93,2025-09-04T17:41:36.882801
231,148,2025-09-04T17:41:36.882801
232,93,2025-09-04T17:41:36.882802
233,93,2025-09-04T17:41:36.882802
233,148,2025-09-04T17:41:36.882803
235,51,2025-09-04T17:41:36.882803
235,93,2025-09-04T17:41:36.882804
235,148,2025-09-04T17:41:36.882804
236,93,2025-09-04T17:41:36.882805
236,148,2025-09-04T17:41:36.882806
236,101,2025-09-04T17:41:36.882806
236,114,2025-09-04T17:41:36.882807
237,93,2025-09-04T17:41:36.882807
238,51,2025-09-04T17:41:36.882808
238,93,2025-09-04T17:41:36.882808
238,148,2025-09-04T17:41:36.882809
238,33,2025-09-04T17:41:36.882810
238,115,2025-09-04T17:41:36.882811
238,114,2025-09-04T17:41:36.882811
239,93,2025-09-04T17:41:36.882812
240,51,2025-09-04T17:41:36.882812
240,148,2025-09-04T17:41:36.882813
241,93,2025-09-04T17:41:36.882813
241,148,2025-09-04T17:41:36.882814
242,93,2025-09-04T17:41:36.882814
243,149,2025-09-04T17:41:36.882815
243,93,2025-09-04T17:41:36.882815
243,145,2025-09-04T17:41:36.882816
243,16,2025-09-04T17:41:36.882816
244,51,2025-09-04T17:41:36.882817
244,93,2025-09-04T17:41:36.882817
244,148,2025-09-04T17:41:36.882818
245,51,2025-09-04T17:41:36.882818
245,93,2025-09-04T17:41:36.882819
245,148,2025-09-04T17:41:36.882819
246,51,2025-09-04T17:41:36.882820
246,148,2025-09-04T17:41:36.882820
247,93,2025-09-04T17:41:36.882821
248,93,2025-09-04T17:41:36.882821
249,93,2025-09-04T17:41:36.882822
250,93,2025-09-04T17:41:36.882823
251,51,2025-09-04T17:41:36.882823
251,93,2025-09-04T17:41:36.882824
251,148,2025-09-04T17:41:36.882824
252,50,2025-09-04T17:41:36.882825
252,93,2025-09-04T17:41:36.882825
252,1,2025-09-04T17:41:36.882826
254,93,2025-09-04T17:41:36.882826
255,147,2025-09-04T17:41:36.882827
255,51,2025-09-04T17:41:36.882827
255,93,2025-09-04T17:41:36.882828
258,93,2025-09-04T17:41:36.882829
259,51,2025-09-04T17:41:36.882830
259,93,2025-09-04T17:41:36.882830
259,148,2025-09-04T17:41:36.882831
260,149,2025-09-04T17:41:36.882831
260,93,2025-09-04T17:41:36.882832
260,26,2025-09-04T17:41:36.882832
260,27,2025-09-04T17:41:36.882833
260,41,2025-09-04T17:41:36.882833
260,15,2025-09-04T17:41:36.882834
260,28,2025-09-04T17:41:36.882834
261,149,2025-09-04T17:41:36.882835
261,93,2025-09-04T17:41:36.882835
262,93,2025-09-04T17:41:36.882836
263,93,2025-09-04T17:41:36.882836
264,51,2025-09-04T17:41:36.882837
264,93,2025-09-04T17:41:36.882837
264,148,2025-09-04T17:41:36.882838
265,93,2025-09-04T17:41:36.882838
265,40,2025-09-04T17:41:36.882839
265,112,2025-09-04T17:41:36.882839
265,115,2025-09-04T17:41:36.882840
266,93,2025-09-04T17:41:36.882841
267,51,2025-09-04T17:41:36.882842
267,93,2025-09-04T17:41:36.882842
267,148,2025-09-04T17:41:36.882843
267,26,2025-09-04T17:41:36.882843
267,27,2025-09-04T17:41:36.882845
267,38,2025-09-04T17:41:36.882845
267,15,2025-09-04T17:41:36.882846
267,145,2025-09-04T17:41:36.882846
267,28,2025-09-04T17:41:36.882847
267,3,2025-09-04T17:41:36.882847
267,69,2025-09-04T17:41:36.882848
267,94,2025-09-04T17:41:36.882849
267,16,2025-09-04T17:41:36.882849
268,93,2025-09-04T17:41:36.882850
269,51,2025-09-04T17:41:36.882850
269,93,2025-09-04T17:41:36.882851
269,148,2025-09-04T17:41:36.882851
270,93,2025-09-04T17:41:36.882852
273,51,2025-09-04T17:41:36.882852
273,93,2025-09-04T17:41:36.882853
273,148,2025-09-04T17:41:36.882853
274,93,2025-09-04T17:41:36.882854
274,148,2025-09-04T17:41:36.882854
274,15,2025-09-04T17:41:36.882855
274,145,2025-09-04T17:41:36.882855
274,3,2025-09-04T17:41:36.882856
275,93,2025-09-04T17:41:36.882856
276,115,2025-09-04T17:41:36.882857
277,93,2025-09-04T17:41:36.882859
278,93,2025-09-04T17:41:36.882859
279,93,2025-09-04T17:41:36.882860
280,51,2025-09-04T17:41:36.882860
280,93,2025-09-04T17:41:36.882861
281,147,2025-09-04T17:41:36.882861
281,93,2025-09-04T17:41:36.882862
282,51,2025-09-04T17:41:36.882862
282,93,2025-09-04T17:41:36.882863
282,148,2025-09-04T17:41:36.882863
283,147,2025-09-04T17:41:36.882864
283,93,2025-09-04T17:41:36.882864
284,51,2025-09-04T17:41:36.882865
284,93,2025-09-04T17:41:36.882865
284,148,2025-09-04T17:41:36.882866
285,93,2025-09-04T17:41:36.882866
285,39,2025-09-04T17:41:36.882867
285,3,2025-09-04T17:41:36.882867
285,69,2025-09-04T17:41:36.882868
285,32,2025-09-04T17:41:36.882868
285,33,2025-09-04T17:41:36.882869
286,147,2025-09-04T17:41:36.882870
286,93,2025-09-04T17:41:36.882870
288,147,2025-09-04T17:41:36.882875
288,52,2025-09-04T17:41:36.882876
288,4,2025-09-04T17:41:36.882876
288,93,2025-09-04T17:41:36.882877
288,148,2025-09-04T17:41:36.882878
288,25,2025-09-04T17:41:36.882879
288,28,2025-09-04T17:41:36.882879
289,93,2025-09-04T17:41:36.882880
290,50,2025-09-04T17:41:36.882880
290,93,2025-09-04T17:41:36.882881
290,148,2025-09-04T17:41:36.882881
290,26,2025-09-04T17:41:36.882882
290,27,2025-09-04T17:41:36.882882
291,51,2025-09-04T17:41:36.882883
291,93,2025-09-04T17:41:36.882883
291,148,2025-09-04T17:41:36.882884
291,145,2025-09-04T17:41:36.882884
291,79,2025-09-04T17:41:36.882885
292,147,2025-09-04T17:41:36.882885
292,93,2025-09-04T17:41:36.882886
293,147,2025-09-04T17:41:36.882886
293,93,2025-09-04T17:41:36.882887
294,147,2025-09-04T17:41:36.882887
295,147,2025-09-04T17:41:36.882888
295,50,2025-09-04T17:41:36.882888
295,93,2025-09-04T17:41:36.882889
296,147,2025-09-04T17:41:36.882889
296,92,2025-09-04T17:41:36.882890
297,51,2025-09-04T17:41:36.882890
297,148,2025-09-04T17:41:36.882891
298,147,2025-09-04T17:41:36.882891
298,38,2025-09-04T17:41:36.882892
298,145,2025-09-04T17:41:36.882893
298,94,2025-09-04T17:41:36.882893
298,54,2025-09-04T17:41:36.882894
298,81,2025-09-04T17:41:36.882894
298,73,2025-09-04T17:41:36.882895
299,147,2025-09-04T17:41:36.882895
299,93,2025-09-04T17:41:36.882896
300,147,2025-09-04T17:41:36.882896
301,147,2025-09-04T17:41:36.882897
301,93,2025-09-04T17:41:36.882897
301,94,2025-09-04T17:41:36.882898
302,149,2025-09-04T17:41:36.882899
302,50,2025-09-04T17:41:36.882899
302,93,2025-09-04T17:41:36.882900
303,147,2025-09-04T17:41:36.882900
303,93,2025-09-04T17:41:36.882901
304,147,2025-09-04T17:41:36.882901
304,93,2025-09-04T17:41:36.882902
305,149,2025-09-04T17:41:36.882902
305,93,2025-09-04T17:41:36.882903
307,149,2025-09-04T17:41:36.882903
307,93,2025-09-04T17:41:36.882904
309,149,2025-09-04T17:41:36.882905
309,50,2025-09-04T17:41:36.882905
309,93,2025-09-04T17:41:36.882905
310,147,2025-09-04T17:41:36.882906
311,147,2025-09-04T17:41:36.882907
313,147,2025-09-04T17:41:36.882907
313,93,2025-09-04T17:41:36.882908
314,50,2025-09-04T17:41:36.882908
314,93,2025-09-04T17:41:36.882909
315,147,2025-09-04T17:41:36.882909
315,93,2025-09-04T17:41:36.882910
316,149,2025-09-04T17:41:36.882910
317,147,2025-09-04T17:41:36.882914
317,93,2025-09-04T17:41:36.882915
318,50,2025-09-04T17:41:36.882915
318,93,2025-09-04T17:41:36.882916
318,65,2025-09-04T17:41:36.882916
319,147,2025-09-04T17:41:36.882917
